"LFQ.intensity.H1","LFQ.intensity.H2","LFQ.intensity.H3","LFQ.intensity.L1","LFQ.intensity.L2","LFQ.intensity.L3","Fasta.headers","Reverse","Only.identified.by.site","Protein.IDs","Gene.names"
7627800,6997600,5068500,7037300,8471400,4974000,">tr|F5H2X8|F5H2X8_HUMAN 5-AMP-activated protein kinase subunit beta-1 OS=Homo sapiens GN=PRKAB1 PE=4 SV=1;>tr|B4DVP2|B4DVP2_HUMAN 5-AMP-activated protein kinase subunit beta-1 OS=Homo sapiens GN=PRKAB1 PE=2 SV=1;>sp|Q9Y478|AAKB1_HUMAN 5-AMP-activated pr","","","F5H2X8;B4DVP2;Q9Y478;F5H610;B4DH06;O43741","PRKAB1;PRKAB2"
11361000,10593000,9741800,17137000,15063000,11847000,">sp|Q9Y2A7|NCKP1_HUMAN Nck-associated protein 1 OS=Homo sapiens GN=NCKAP1 PE=1 SV=1;>sp|Q9Y2A7-2|NCKP1_HUMAN Isoform 2 of Nck-associated protein 1 OS=Homo sapiens GN=NCKAP1","","","Q9Y2A7;Q9Y2A7-2","NCKAP1"
39701000,51166000,38524000,34360000,64821000,38216000,">sp|Q9UN37|VPS4A_HUMAN Vacuolar protein sorting-associated protein 4A OS=Homo sapiens GN=VPS4A PE=1 SV=1;>tr|I3L4J1|I3L4J1_HUMAN Uncharacterized protein (Fragment) OS=Homo sapiens PE=4 SV=1","","","Q9UN37;I3L4J1;I3L1J0","VPS4A"
380100000,352180000,342610000,630450000,647040000,578750000,">sp|P31040|DHSA_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens GN=SDHA PE=1 SV=2;>tr|E9PBJ5|E9PBJ5_HUMAN Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial OS=Homo sapiens GN=SDHA PE=4 S","","","P31040;E9PBJ5;D6RFM5;E9PEF8;H0Y8X1","SDHA"
13119000,15071000,7869200,15581000,11893000,14015000,">sp|Q8WUZ0|BCL7C_HUMAN B-cell CLL/lymphoma 7 protein family member C OS=Homo sapiens GN=BCL7C PE=1 SV=3;>sp|Q8WUZ0-2|BCL7C_HUMAN Isoform 2 of B-cell CLL/lymphoma 7 protein family member C OS=Homo sapiens GN=BCL7C;>tr|I3L1Q2|I3L1Q2_HUMAN B-cell CLL/lymphoma","","","Q8WUZ0;Q8WUZ0-2;I3L1Q2;I3L4D5","BCL7C"
777270,0,0,0,0,0,">sp|Q9NXH8|TOR4A_HUMAN Torsin-4A OS=Homo sapiens GN=TOR4A PE=1 SV=2","","","Q9NXH8","TOR4A"
28997000,37258000,21107000,63773000,25379000,43779000,">sp|Q5SW79-2|CE170_HUMAN Isoform 2 of Centrosomal protein of 170 kDa OS=Homo sapiens GN=CEP170;>sp|Q5SW79-3|CE170_HUMAN Isoform 3 of Centrosomal protein of 170 kDa OS=Homo sapiens GN=CEP170;>tr|H0Y2V6|H0Y2V6_HUMAN Centrosomal protein of 170 kDa (Fragment)","","","Q5SW79-2;Q5SW79-3;H0Y2V6;Q5SW79;H0YB92;Q96L14;E7EWM2;E7EMW0;E7ES90;F8W8A3","CEP170"
220860000,183910000,279630000,282550000,287810000,327420000,">tr|B1ANR0|B1ANR0_HUMAN Poly(A) binding protein, cytoplasmic 4 (Inducible form) OS=Homo sapiens GN=PABPC4 PE=4 SV=1;>sp|Q13310-2|PABP4_HUMAN Isoform 2 of Polyadenylate-binding protein 4 OS=Homo sapiens GN=PABPC4;>sp|Q13310|PABP4_HUMAN Polyadenylate-binding","","","B1ANR0;Q13310-2;Q13310;Q13310-3;H0Y5F5;B1ANR1;H0Y6X6;H0YCC8;H0YEQ8;H0YER0","PABPC4"
3013600,3293100,2658600,1964100,3495900,1494000,">sp|P16926|MREC_ECOLI Rod shape-determining protein mreC OS=Escherichia coli (strain K12) GN=mreC PE=3 SV=1","","","P16926","mreC"
85578000,62801000,87523000,147320000,111030000,119980000,">sp|Q9BR76|COR1B_HUMAN Coronin-1B OS=Homo sapiens GN=CORO1B PE=1 SV=1;>tr|F5H390|F5H390_HUMAN Coronin-1B OS=Homo sapiens GN=CORO1B PE=4 SV=1;>tr|H0Y3L6|H0Y3L6_HUMAN Coronin-1B OS=Homo sapiens GN=CORO1B PE=4 SV=1;>tr|E7EW44|E7EW44_HUMAN Coronin-1B OS=Homo s","","","Q9BR76;F5H390;H0Y3L6;E7EW44;F5H0D2","CORO1B"
0,6069200,0,8613100,5952200,7397300,">tr|E9PEX0|E9PEX0_HUMAN Protein 4.1 OS=Homo sapiens GN=EPB41 PE=4 SV=1;>tr|C9JTS2|C9JTS2_HUMAN Protein 4.1 OS=Homo sapiens GN=EPB41 PE=4 SV=1;>sp|P11171-7|41_HUMAN Isoform 7 of Protein 4.1 OS=Homo sapiens GN=EPB41;>tr|E9PEW9|E9PEW9_HUMAN Protein 4.1 OS=Hom","","","E9PEX0;C9JTS2;P11171-7;E9PEW9;P11171-5;H3BLV6;P11171-2;P11171;P11171-6;P11171-4;P11171-3","EPB41"
561650,0,0,0,0,0,">sp|Q13107-2|UBP4_HUMAN Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 4 OS=Homo sapiens GN=USP4;>sp|Q13107|UBP4_HUMAN Ubiquitin carboxyl-terminal hydrolase 4 OS=Homo sapiens GN=USP4 PE=1 SV=3;>tr|H7C189|H7C189_HUMAN Ubiquitin carboxyl-terminal hydrola","","","Q13107-2;Q13107;H7C189","USP4"
158130000,156010000,182780000,231110000,211780000,214420000,">sp|Q9H4L4|SENP3_HUMAN Sentrin-specific protease 3 OS=Homo sapiens GN=SENP3 PE=1 SV=2","","","Q9H4L4","SENP3"
1475500,1552100,1400800,0,0,3800300,">tr|E9PNL8|E9PNL8_HUMAN Diacylglycerol kinase zeta OS=Homo sapiens GN=DGKZ PE=4 SV=1;>tr|B7Z6M3|B7Z6M3_HUMAN Diacylglycerol kinase zeta OS=Homo sapiens GN=DGKZ PE=2 SV=1;>tr|A8MVN1|A8MVN1_HUMAN Diacylglycerol kinase zeta OS=Homo sapiens GN=DGKZ PE=4 SV=3;>","","","E9PNL8;B7Z6M3;A8MVN1;Q13574-2;G3V0F6;E9PPW4;Q13574-3;Q13574;H0YDN6;E9PFX6;F5H0D5;E7EM72;O75912;E7EWQ4","DGKZ;DGKI"
356840000,312710000,377990000,408380000,473640000,336390000,">sp|Q8NFW8|NEUA_HUMAN N-acylneuraminate cytidylyltransferase OS=Homo sapiens GN=CMAS PE=1 SV=2;>sp|Q8NFW8-2|NEUA_HUMAN Isoform 2 of N-acylneuraminate cytidylyltransferase OS=Homo sapiens GN=CMAS","","","Q8NFW8;Q8NFW8-2;F5GYM0;F5H296","CMAS"
118220000,197930000,115260000,44546000,47855000,66101000,">sp|P0ADV5|YHBW_ECOLI Uncharacterized protein yhbW OS=Escherichia coli (strain K12) GN=yhbW PE=4 SV=1","","","P0ADV5","yhbW"
193050000,236900000,270960000,280620000,290840000,276260000,">sp|Q14019|COTL1_HUMAN Coactosin-like protein OS=Homo sapiens GN=COTL1 PE=1 SV=3;>tr|H3BT58|H3BT58_HUMAN Coactosin-like protein OS=Homo sapiens GN=COTL1 PE=4 SV=1","","","Q14019;H3BT58","COTL1"
1.8221e+10,1.8669e+10,2.0046e+10,9352300000,8874800000,8909900000,">sp|P0AD61|KPYK1_ECOLI Pyruvate kinase I OS=Escherichia coli (strain K12) GN=pykF PE=1 SV=1","","","P0AD61","pykF"
0,0,0,0,0,4745000,">tr|F8VV04|F8VV04_HUMAN Squamous cell carcinoma antigen recognized by T-cells 3 (Fragment) OS=Homo sapiens GN=SART3 PE=4 SV=1","","","F8VV04","SART3"
0,15200000,18606000,17473000,16420000,17755000,">sp|Q99627-2|CSN8_HUMAN Isoform 2 of COP9 signalosome complex subunit 8 OS=Homo sapiens GN=COPS8;>tr|E9PGT6|E9PGT6_HUMAN COP9 signalosome complex subunit 8 OS=Homo sapiens GN=COPS8 PE=4 SV=1;>tr|B8ZZP3|B8ZZP3_HUMAN COP9 signalosome complex subunit 8 OS=Hom","","","Q99627-2;E9PGT6;B8ZZP3;Q99627;H7C3S9","COPS8"
0,0,0,10111000,0,6876300,">sp|Q68EM7-2|RHG17_HUMAN Isoform 2 of Rho GTPase-activating protein 17 OS=Homo sapiens GN=ARHGAP17;>sp|Q68EM7-6|RHG17_HUMAN Isoform 6 of Rho GTPase-activating protein 17 OS=Homo sapiens GN=ARHGAP17;>sp|Q68EM7-5|RHG17_HUMAN Isoform 5 of Rho GTPase-activatin","","","Q68EM7-2;Q68EM7-6;Q68EM7-5;Q68EM7","ARHGAP17"
16431000,17342000,13554000,24601000,31042000,26840000,">tr|G5E9W7|G5E9W7_HUMAN 28S ribosomal protein S22, mitochondrial OS=Homo sapiens GN=MRPS22 PE=4 SV=1;>tr|G5E9V5|G5E9V5_HUMAN 28S ribosomal protein S22, mitochondrial OS=Homo sapiens GN=MRPS22 PE=4 SV=1;>sp|P82650|RT22_HUMAN 28S ribosomal protein S22, mitoc","","","G5E9W7;G5E9V5;P82650;H7C5L9;H7C5F2;Q9H3I1;H7C5H3","MRPS22"
108190000,65741000,74784000,41722000,41436000,51161000,">sp|P17993|UBIG_ECOLI 3-demethylubiquinone-9 3-methyltransferase OS=Escherichia coli (strain K12) GN=ubiG PE=1 SV=1","","","P17993","ubiG"
84644000,79695000,64458000,109990000,131670000,122580000,">tr|E9PRI4|E9PRI4_HUMAN Ribosomal protein S6 kinase OS=Homo sapiens GN=RPS6KA1 PE=3 SV=1;>tr|E9PGT3|E9PGT3_HUMAN Ribosomal protein S6 kinase OS=Homo sapiens GN=RPS6KA1 PE=3 SV=1;>sp|Q15418|KS6A1_HUMAN Ribosomal protein S6 kinase alpha-1 OS=Homo sapiens GN=","","","E9PRI4;E9PGT3;Q15418;Q15418-2;Q15418-3;Q5SVM7;B7Z3B5;Q15349;Q15349-3;Q15349-2;F2Z2J1;Q9UK32;B7ZL90;E9PMM7;D6R910;Q5SVM6;E9PAN7;E9PGT4;Q5TI62;D6RHW7;H0Y2Z4;B1AXG2;D6RA62;D6RE03;Q8IW41-2;G3V206;Q8IW41;F8VV08;E7EWL1;F5H2S9;B4DKT8;O60307;Q9Y2H9;Q6P0Q8-2;E7ERL6;Q6P0Q8;O15021-2;O15021-3;O15021-1;E7EWQ5;O15021;F8WAQ9","RPS6KA1"
0,0,0,0,0,2043500,">tr|H3BSZ3|H3BSZ3_HUMAN Ubiquinone biosynthesis protein COQ7 homolog (Fragment) OS=Homo sapiens GN=COQ7 PE=4 SV=1;>tr|H3BS11|H3BS11_HUMAN Ubiquinone biosynthesis protein COQ7 homolog OS=Homo sapiens GN=COQ7 PE=4 SV=1;>tr|H3BTN8|H3BTN8_HUMAN Ubiquinone bios","","","H3BSZ3;H3BS11;H3BTN8;I3L1T0;Q99807-2;H3BP28;Q99807","COQ7"
0,0,450910,0,0,0,">sp|P63264|CBPM_ECOLI Chaperone modulatory protein CbpM OS=Escherichia coli (strain K12) GN=cbpM PE=1 SV=1","","","P63264","cbpM"
0,0,0,0,0,1486300,">sp|P11277-3|SPTB1_HUMAN Isoform 3 of Spectrin beta chain, erythrocyte OS=Homo sapiens GN=SPTB;>sp|P11277|SPTB1_HUMAN Spectrin beta chain, erythrocyte OS=Homo sapiens GN=SPTB PE=1 SV=5;>sp|P11277-2|SPTB1_HUMAN Isoform 2 of Spectrin beta chain, erythrocyte","","+","P11277-3;P11277;P11277-2;Q59FP5;Q9BVM4;E7EV95","SPTB"
2068900,0,0,0,4381100,3567400,">sp|O14545|TRAD1_HUMAN TRAF-type zinc finger domain-containing protein 1 OS=Homo sapiens GN=TRAFD1 PE=1 SV=1;>tr|F8VWK2|F8VWK2_HUMAN TRAF-type zinc finger domain-containing protein 1 OS=Homo sapiens GN=TRAFD1 PE=4 SV=1;>tr|F8VVF3|F8VVF3_HUMAN TRAF-type zin","","","O14545;F8VWK2;F8VVF3;B4DI89;F8VNX8","TRAFD1"
29313000,37724000,57506000,57442000,52832000,65106000,">sp|P13929|ENOB_HUMAN Beta-enolase OS=Homo sapiens GN=ENO3 PE=1 SV=4;>sp|P13929-3|ENOB_HUMAN Isoform 3 of Beta-enolase OS=Homo sapiens GN=ENO3;>sp|P13929-2|ENOB_HUMAN Isoform 2 of Beta-enolase OS=Homo sapiens GN=ENO3;>tr|D3DTL2|D3DTL2_HUMAN Beta-enolase OS","","","P13929;P13929-3;P13929-2;D3DTL2;E5RGZ4","ENO3"
2473300,2050200,2036900,1511900,1645300,1521300,">tr|H7C096|H7C096_HUMAN BCL2/adenovirus E1B 19 kDa protein-interacting protein 2 (Fragment) OS=Homo sapiens GN=BNIP2 PE=4 SV=1;>sp|Q12982|BNIP2_HUMAN BCL2/adenovirus E1B 19 kDa protein-interacting protein 2 OS=Homo sapiens GN=BNIP2 PE=1 SV=1;>sp|Q12982-2|B","","","H7C096;Q12982;Q12982-2;Q86WG3-2;F5GWF4;Q86WG3;C9J522;Q86WG3-3;B4DS11","BNIP2;ATCAY"
5876500,2023000,4336000,1445000,1258600,1287900,">sp|P17888|PRIA_ECOLI Primosomal protein N OS=Escherichia coli (strain K12) GN=priA PE=1 SV=2","","","P17888","priA"
6449500,5322200,5299600,14322000,7844300,7762300,">sp|Q86Y07-5|VRK2_HUMAN Isoform 5 of Serine/threonine-protein kinase VRK2 OS=Homo sapiens GN=VRK2;>sp|Q86Y07-2|VRK2_HUMAN Isoform 2 of Serine/threonine-protein kinase VRK2 OS=Homo sapiens GN=VRK2;>tr|E9PFA9|E9PFA9_HUMAN Serine/threonine-protein kinase VRK2","","","Q86Y07-5;Q86Y07-2;E9PFA9;Q86Y07;E9PBU1;E7ERS5;Q86Y07-4;Q86Y07-3","VRK2"
0,0,0,0,0,616720,">sp|Q9BTT6|LRRC1_HUMAN Leucine-rich repeat-containing protein 1 OS=Homo sapiens GN=LRRC1 PE=1 SV=1","","","Q9BTT6","LRRC1"
10645000,6233800,7049600,14273000,17427000,22932000,">sp|Q96I59|SYNM_HUMAN Probable asparagine--tRNA ligase, mitochondrial OS=Homo sapiens GN=NARS2 PE=1 SV=3;>tr|G3V178|G3V178_HUMAN Asparaginyl-tRNA synthetase 2 (Mitochondrial)(Putative), isoform CRA_a OS=Homo sapiens GN=NARS2 PE=3 SV=1;>tr|E9PRK2|E9PRK2_HUM","","","Q96I59;G3V178;E9PRK2;H0YE96;H0YEL9","NARS2"
0,5971800,0,3848600,8049000,5452500,">tr|E9PCA9|E9PCA9_HUMAN Heparanase 8 kDa subunit OS=Homo sapiens GN=HPSE PE=4 SV=1;>tr|E9PGR1|E9PGR1_HUMAN Heparanase 8 kDa subunit OS=Homo sapiens GN=HPSE PE=4 SV=1;>sp|Q9Y251|HPSE_HUMAN Heparanase OS=Homo sapiens GN=HPSE PE=1 SV=2;>tr|E9PHC3|E9PHC3_HUMAN","","","E9PCA9;E9PGR1;Q9Y251;E9PHC3;D6RAQ1;D6RHG4","HPSE"
9665500,8194100,11776000,14222000,14186000,13030000,">sp|Q92541|RTF1_HUMAN RNA polymerase-associated protein RTF1 homolog OS=Homo sapiens GN=RTF1 PE=1 SV=4;>tr|H0YKX1|H0YKX1_HUMAN RNA polymerase-associated protein RTF1 homolog (Fragment) OS=Homo sapiens GN=RTF1 PE=4 SV=1","","","Q92541;H0YKX1","RTF1"
0,31835000,0,0,0,0,">sp|Q8TD30-2|ALAT2_HUMAN Isoform 2 of Alanine aminotransferase 2 OS=Homo sapiens GN=GPT2;>tr|H3BU54|H3BU54_HUMAN Alanine aminotransferase 2 (Fragment) OS=Homo sapiens GN=GPT2 PE=4 SV=1;>sp|Q8TD30|ALAT2_HUMAN Alanine aminotransferase 2 OS=Homo sapiens GN=GP","","","Q8TD30-2;H3BU54;Q8TD30","GPT2"
257870000,253660000,288980000,127160000,120790000,94198000,">sp|P60240|RAPA_ECOLI RNA polymerase-associated protein rapA OS=Escherichia coli (strain K12) GN=rapA PE=1 SV=2","","","P60240","rapA"
28277000,32092000,28867000,41335000,45227000,46120000,">sp|Q9NVR2|INT10_HUMAN Integrator complex subunit 10 OS=Homo sapiens GN=INTS10 PE=1 SV=2","","","Q9NVR2;H0YBH6;H0YBW3;H0YC09;E5RHN1;E5RJN5;H0YB36","INTS10"
0,0,1005600,0,0,0,">sp|P31825|TRMN6_ECOLI tRNA1(Val) (adenine(37)-N6)-methyltransferase OS=Escherichia coli (strain K12) GN=yfiC PE=1 SV=2","","","P31825","yfiC"
9056100,5965700,9616500,16600000,12062000,8444300,">sp|P82673-2|RT35_HUMAN Isoform 2 of 28S ribosomal protein S35, mitochondrial OS=Homo sapiens GN=MRPS35;>tr|H7BXR7|H7BXR7_HUMAN 28S ribosomal protein S35, mitochondrial OS=Homo sapiens GN=MRPS35 PE=4 SV=1;>sp|P82673|RT35_HUMAN 28S ribosomal protein S35, mi","","","P82673-2;H7BXR7;P82673;H0YG82","MRPS35"
0,5204100,4497700,0,0,0,">sp|Q2KHR3|QSER1_HUMAN Glutamine and serine-rich protein 1 OS=Homo sapiens GN=QSER1 PE=1 SV=3;>tr|C9JJ88|C9JJ88_HUMAN Glutamine and serine-rich protein 1 OS=Homo sapiens GN=QSER1 PE=4 SV=1;>sp|Q2KHR3-2|QSER1_HUMAN Isoform 2 of Glutamine and serine-rich pro","","","Q2KHR3;C9JJ88;Q2KHR3-2","QSER1"
0,0,0,0,0,2452300,">sp|P01857|IGHG1_HUMAN Ig gamma-1 chain C region OS=Homo sapiens GN=IGHG1 PE=1 SV=1","","","P01857","IGHG1"
340950000,281440000,321090000,118650000,126950000,133480000,">sp|P02924|ARAF_ECOLI L-arabinose-binding periplasmic protein OS=Escherichia coli (strain K12) GN=araF PE=1 SV=2","","","P02924","araF"
19969000,21432000,12085000,5242400,5819500,4366300,">sp|P0A9S3|GATD_ECOLI Galactitol-1-phosphate 5-dehydrogenase OS=Escherichia coli (strain K12) GN=gatD PE=3 SV=1","","","P0A9S3","gatD"
19130000,28578000,15352000,7814400,9886100,9733200,">sp|P37750|WBBJ_ECOLI Putative lipopolysaccharide biosynthesis O-acetyl transferase wbbJ OS=Escherichia coli (strain K12) GN=wbbJ PE=3 SV=2","","","P37750","wbbJ"
1546200,3768900,0,0,0,0,">sp|P76116|YNCE_ECOLI Uncharacterized protein YncE OS=Escherichia coli (strain K12) GN=yncE PE=1 SV=1","","","P76116","yncE"
159100000,99962000,0,174750000,108020000,112250000,">sp|Q6ZS81-4|WDFY4_HUMAN Isoform 4 of WD repeat- and FYVE domain-containing protein 4 OS=Homo sapiens GN=WDFY4;>sp|Q6ZS81|WDFY4_HUMAN WD repeat- and FYVE domain-containing protein 4 OS=Homo sapiens GN=WDFY4 PE=1 SV=3;>sp|Q6ZS81-5|WDFY4_HUMAN Isoform 5 of W","+","","REV__Q6ZS81-4;REV__Q6ZS81;REV__Q6ZS81-5;REV__Q6ZS81-2;REV__Q6ZS81-3;REV__F8WCU4;REV__H7C2U9;REV__H3BLT2;REV__H7BXN3;REV__B4DWY9",""
17679000,13401000,15786000,21103000,22701000,19628000,">sp|Q9ULG1|INO80_HUMAN DNA helicase INO80 OS=Homo sapiens GN=INO80 PE=1 SV=2;>tr|H0YMN5|H0YMN5_HUMAN DNA helicase INO80 OS=Homo sapiens GN=INO80 PE=4 SV=1","","","Q9ULG1;H0YMN5;H0YNL3","INO80"
0,0,0,0,0,5113000,">tr|F5H6J5|F5H6J5_HUMAN Zinc finger CCHC domain-containing protein 8 (Fragment) OS=Homo sapiens GN=ZCCHC8 PE=4 SV=1;>tr|F5GX80|F5GX80_HUMAN Zinc finger CCHC domain-containing protein 8 (Fragment) OS=Homo sapiens GN=ZCCHC8 PE=4 SV=1;>sp|Q6NZY4-2|ZCHC8_HUMAN","","","F5H6J5;F5GX80;Q6NZY4-2;Q6NZY4","ZCCHC8"
0,6738200,3288400,3091800,2207200,0,">sp|P15047|ENTA_ECOLI 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase OS=Escherichia coli (strain K12) GN=entA PE=1 SV=1","","","P15047","entA"
40252000,40064000,35064000,9182800,17402000,14752000,">sp|P46125|YEDI_ECOLI Inner membrane protein yedI OS=Escherichia coli (strain K12) GN=yedI PE=1 SV=2","","","P46125","yedI"
7151000,9437500,2377200,2034600,2277400,1649100,">sp|P0AAZ4|RARA_ECOLI Replication-associated recombination protein A OS=Escherichia coli (strain K12) GN=rarA PE=1 SV=1","","","P0AAZ4","rarA"
6955400,11798000,6470200,7929000,6572700,7730200,">sp|Q8N9M1-2|CS047_HUMAN Isoform 2 of Uncharacterized protein C19orf47 OS=Homo sapiens GN=C19orf47;>sp|Q8N9M1|CS047_HUMAN Uncharacterized protein C19orf47 OS=Homo sapiens GN=C19orf47 PE=1 SV=1;>sp|Q8N9M1-3|CS047_HUMAN Isoform 3 of Uncharacterized protein C","","","Q8N9M1-2;Q8N9M1;Q8N9M1-3","C19orf47"
258670000,239540000,292980000,357540000,297710000,323900000,">sp|P14735|IDE_HUMAN Insulin-degrading enzyme OS=Homo sapiens GN=IDE PE=1 SV=4;>tr|B7ZAU2|B7ZAU2_HUMAN Insulin-degrading enzyme OS=Homo sapiens GN=IDE PE=2 SV=1","","","P14735;B7ZAU2;Q5T5N3","IDE"
96952000,44308000,46076000,221860000,41728000,100260000,">tr|E7EUY0|E7EUY0_HUMAN DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC PE=4 SV=1;>sp|P78527-2|PRKDC_HUMAN Isoform 2 of DNA-dependent protein kinase catalytic subunit OS=Homo sapiens GN=PRKDC;>sp|P78527|PRKDC_HUMAN DNA-dependent pro","+","","REV__E7EUY0;REV__P78527-2;REV__P78527",""
161050000,126800000,141430000,190380000,220300000,210410000,">sp|P12955-2|PEPD_HUMAN Isoform 2 of Xaa-Pro dipeptidase OS=Homo sapiens GN=PEPD;>sp|P12955|PEPD_HUMAN Xaa-Pro dipeptidase OS=Homo sapiens GN=PEPD PE=1 SV=3;>tr|E9PCE8|E9PCE8_HUMAN Xaa-Pro dipeptidase OS=Homo sapiens GN=PEPD PE=3 SV=1","","","P12955-2;P12955;E9PCE8","PEPD"
0,0,0,0,75292,0,">sp|P23874|HIPA_ECOLI Serine/threonine-protein kinase HipA OS=Escherichia coli (strain K12) GN=hipA PE=1 SV=2","","","P23874","hipA"
176890000,219580000,219840000,104080000,101760000,103330000,">sp|P0A722|LPXA_ECOLI Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase OS=Escherichia coli (strain K12) GN=lpxA PE=1 SV=1","","","P0A722","lpxA"
13701000,44901000,0,9382100,6510100,8963500,">sp|P0AEL6|FEPB_ECOLI Ferrienterobactin-binding periplasmic protein OS=Escherichia coli (strain K12) GN=fepB PE=1 SV=1","","","P0AEL6","fepB"
42691000,47076000,37029000,62105000,55719000,57926000,">sp|Q8IY37|DHX37_HUMAN Probable ATP-dependent RNA helicase DHX37 OS=Homo sapiens GN=DHX37 PE=1 SV=1;>tr|F5H3Y4|F5H3Y4_HUMAN Probable ATP-dependent RNA helicase DHX37 OS=Homo sapiens GN=DHX37 PE=4 SV=1","","","Q8IY37;F5H3Y4","DHX37"
9172200,20154000,6317500,8656000,10768000,8710300,">sp|Q9BZE1|RM37_HUMAN 39S ribosomal protein L37, mitochondrial OS=Homo sapiens GN=MRPL37 PE=1 SV=2;>tr|E9PB99|E9PB99_HUMAN 39S ribosomal protein L37, mitochondrial OS=Homo sapiens GN=MRPL37 PE=4 SV=1","","","Q9BZE1;E9PB99;A6NHR2;H0Y4J2","MRPL37"
0,0,4852400,5174400,0,0,">sp|Q8TBF4|ZCRB1_HUMAN Zinc finger CCHC-type and RNA-binding motif-containing protein 1 OS=Homo sapiens GN=ZCRB1 PE=1 SV=2;>tr|F8VXY6|F8VXY6_HUMAN Zinc finger CCHC-type and RNA-binding motif-containing protein 1 (Fragment) OS=Homo sapiens GN=ZCRB1 PE=4 SV=","","","Q8TBF4;F8VXY6;G3V1V1","ZCRB1"
0,0,0,0,0,409300,">tr|F6QMI7|F6QMI7_HUMAN Dystonin OS=Homo sapiens GN=DST PE=4 SV=1;>tr|F8W9J4|F8W9J4_HUMAN Dystonin OS=Homo sapiens GN=DST PE=4 SV=1;>sp|Q03001|DYST_HUMAN Dystonin OS=Homo sapiens GN=DST PE=1 SV=4;>tr|E7ERU2|E7ERU2_HUMAN Dystonin OS=Homo sapiens GN=DST PE=4","","","F6QMI7;F8W9J4;Q03001;E7ERU2;E9PEB9;Q03001-10;H0YC82;Q03001-9;Q03001-8;E7ERU0;E9PHM6","DST"
918430000,881860000,883230000,1536600000,1719200000,1436200000,">sp|Q9P258|RCC2_HUMAN Protein RCC2 OS=Homo sapiens GN=RCC2 PE=1 SV=2","","","Q9P258","RCC2"
817280000,756210000,744580000,1084600000,1105900000,1.084e+09,">tr|F5H698|F5H698_HUMAN Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=LARS PE=3 SV=1;>sp|Q9P2J5|SYLC_HUMAN Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=LARS PE=1 SV=2;>tr|B4DER1|B4DER1_HUMAN Leucine--tRNA ligase, cytoplasmic OS=Homo sapiens","","","F5H698;Q9P2J5;B4DER1;B4DJ10;Q2TU79;F5H2Z9;E7EN15","LARS;PIG44"
2098400000,1742600000,2151700000,623930000,859270000,852370000,">sp|P0A763|NDK_ECOLI Nucleoside diphosphate kinase OS=Escherichia coli (strain K12) GN=ndk PE=1 SV=2","","","P0A763","ndk"
595740000,663170000,691610000,1033500000,1060300000,1090200000,">sp|Q13263|TIF1B_HUMAN Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5;>sp|Q13263-2|TIF1B_HUMAN Isoform 2 of Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28","","","Q13263;Q13263-2","TRIM28"
1364200000,1.208e+09,1164800000,516100000,527190000,459040000,">sp|P32132|TYPA_ECOLI GTP-binding protein typA/BipA OS=Escherichia coli (strain K12) GN=typA PE=1 SV=2","","","P32132","typA"
3245700,0,0,0,3368700,0,">sp|Q9NVG8|TBC13_HUMAN TBC1 domain family member 13 OS=Homo sapiens GN=TBC1D13 PE=1 SV=3;>tr|B3KW04|B3KW04_HUMAN TBC1 domain family member 13 OS=Homo sapiens GN=TBC1D13 PE=2 SV=1;>sp|Q9NVG8-2|TBC13_HUMAN Isoform 2 of TBC1 domain family member 13 OS=Homo sa","","","Q9NVG8;B3KW04;Q9NVG8-2","TBC1D13"
0,0,0,0,14739000,0,">sp|O15061-3|SYNEM_HUMAN Isoform 3 of Synemin OS=Homo sapiens GN=SYNM;>tr|H0YL34|H0YL34_HUMAN Synemin OS=Homo sapiens GN=SYNM PE=4 SV=1;>tr|C9JIE4|C9JIE4_HUMAN Synemin OS=Homo sapiens GN=SYNM PE=3 SV=1;>sp|O15061-2|SYNEM_HUMAN Isoform 2 of Synemin OS=Homo","+","","REV__O15061-3;REV__H0YL34;REV__C9JIE4;REV__O15061-2;REV__O15061",""
5576000,0,0,16025000,5812300,0,">sp|Q8NCM8|DYHC2_HUMAN Cytoplasmic dynein 2 heavy chain 1 OS=Homo sapiens GN=DYNC2H1 PE=1 SV=4;>sp|Q8NCM8-2|DYHC2_HUMAN Isoform 2 of Cytoplasmic dynein 2 heavy chain 1 OS=Homo sapiens GN=DYNC2H1","","","Q8NCM8;Q8NCM8-2;Q8NCM8-3","DYNC2H1"
15444000,22546000,11896000,17523000,24552000,12994000,">sp|O14908|GIPC1_HUMAN PDZ domain-containing protein GIPC1 OS=Homo sapiens GN=GIPC1 PE=1 SV=2","","","O14908;A8K4I3;Q8TF64;Q8TF65","GIPC1"
